year,season,noc,height_male,weight_male,height_female,weight_female,medals
1992,Winter,AUS,175.93,74.07,168.83,67.0,0
1992,Winter,AUT,181.55,77.86,167.8,60.88,28
1992,Winter,BUL,177.79,77.18,166.57,57.29,0
1992,Winter,CAN,179.11,78.33,166.2,57.58,36
1992,Winter,CHN,178.89,77.89,167.53,63.27,2
1992,Winter,CRO,173.0,73.5,160.0,44.0,0
1992,Winter,ESP,179.89,69.67,163.2,55.8,1
1992,Winter,EST,177.78,71.27,167.54,56.92,0
1992,Winter,EUN,180.55,78.95,166.72,58.65,59
1992,Winter,FIN,181.21,73.66,165.59,55.66,13
1992,Winter,FRA,177.84,74.36,164.7,56.25,12
1992,Winter,GBR,176.68,75.55,163.86,60.0,0
1992,Winter,GER,181.37,77.42,169.35,60.11,38
1992,Winter,HUN,178.0,71.54,167.19,57.86,0
1992,Winter,ISL,178.71,67.71,178.0,72.0,0
1992,Winter,ISV,180.0,86.0,165.0,75.0,0
1992,Winter,ITA,177.96,76.46,166.31,57.29,21
1992,Winter,JPN,172.96,69.6,159.3,54.25,12
1992,Winter,KOR,174.79,72.25,161.0,56.0,5
1992,Winter,LAT,183.19,80.94,168.33,68.0,0
1992,Winter,LIE,178.87,80.07,160.0,53.0,0
1992,Winter,LTU,177.0,73.75,167.43,60.86,0
1992,Winter,NED,187.25,83.19,170.64,62.05,2
1992,Winter,NOR,181.2,79.14,171.59,63.36,24
1992,Winter,NZL,179.12,73.88,178.0,71.0,1
1992,Winter,POL,180.37,77.87,167.03,57.75,0
1992,Winter,PRK,176.6,73.6,157.0,55.0,1
1992,Winter,ROU,183.64,84.55,170.8,61.6,0
1992,Winter,SLO,180.08,74.28,169.33,62.75,0
1992,Winter,SUI,179.57,77.73,167.1,60.05,7
1992,Winter,SWE,180.84,76.83,166.67,58.72,7
1992,Winter,TCH,179.9,76.67,169.54,60.42,26
1992,Winter,USA,179.63,78.93,166.59,60.31,14
1992,Winter,YUG,182.24,80.41,170.0,61.0,0
1994,Winter,AND,173.5,72.62,164.0,65.0,0
1994,Winter,ARG,177.8,68.8,168.4,57.8,0
1994,Winter,AUS,176.97,78.03,169.25,65.25,3
1994,Winter,AUT,182.09,79.92,168.54,61.21,12
1994,Winter,BEL,181.5,79.5,163.0,53.0,0
1994,Winter,BIH,181.67,91.33,170.0,61.0,0
1994,Winter,BLR,176.88,71.47,165.11,54.71,2
1994,Winter,BUL,179.38,78.76,169.44,58.25,0
1994,Winter,CAN,179.58,81.33,165.8,60.43,37
1994,Winter,CHN,174.7,75.9,166.5,62.25,3
1994,Winter,CZE,179.44,75.9,169.57,58.19,0
1994,Winter,ESP,179.5,69.5,163.22,58.33,0
1994,Winter,EST,179.39,72.13,169.79,59.31,0
1994,Winter,FIN,179.95,74.32,166.88,56.11,30
1994,Winter,FRA,178.43,74.57,164.97,56.67,11
1994,Winter,GBR,177.49,78.54,165.5,60.38,3
1994,Winter,GER,180.86,77.35,168.32,61.94,40
1994,Winter,HUN,178.5,74.38,170.0,60.75,0
1994,Winter,ISL,179.73,69.27,178.0,72.0,0
1994,Winter,ISV,180.5,91.17,165.0,75.0,0
1994,Winter,ITA,177.51,75.98,166.11,58.77,32
1994,Winter,JPN,171.67,67.88,158.69,54.28,10
1994,Winter,KAZ,182.44,77.56,169.27,57.36,3
1994,Winter,KOR,173.68,70.86,161.67,56.11,6
1994,Winter,LAT,183.97,82.79,167.89,60.44,0
1994,Winter,LIE,179.61,81.39,160.0,53.0,0
1994,Winter,LTU,176.8,73.8,167.17,60.5,0
1994,Winter,MDA,182.0,72.0,168.0,54.0,0
1994,Winter,NED,185.87,82.91,165.55,58.55,4
1994,Winter,NOR,180.78,78.8,170.69,62.04,30
1994,Winter,NZL,179.09,73.73,176.5,66.5,0
1994,Winter,POL,179.77,76.85,168.3,58.24,0
1994,Winter,ROU,179.26,79.83,169.74,60.65,0
1994,Winter,RSA,184.0,86.0,158.0,49.0,0
1994,Winter,RUS,178.75,76.86,167.62,59.86,33
1994,Winter,SLO,180.33,77.29,168.48,61.52,3
1994,Winter,SUI,180.28,78.0,166.61,58.86,16
1994,Winter,SVK,183.22,81.15,171.22,59.78,0
1994,Winter,SWE,181.53,78.99,168.48,62.17,24
1994,Winter,UKR,179.56,78.52,162.36,54.21,2
1994,Winter,USA,180.76,79.78,167.25,60.9,19
1994,Winter,UZB,176.0,70.33,165.5,56.25,1
1996,Summer,ALB,178.0,86.17,164.5,58.17,0
1996,Summer,ALG,178.04,72.81,162.75,54.5,3
1996,Summer,AND,171.67,64.0,173.5,65.0,0
1996,Summer,ANG,192.25,90.25,169.0,63.33,0
1996,Summer,ANT,177.67,73.33,163.75,59.5,0
1996,Summer,ARG,181.73,81.18,165.29,58.42,20
1996,Summer,AUS,181.72,80.18,168.25,60.97,130
1996,Summer,AUT,180.72,76.58,173.9,61.24,3
1996,Summer,AZE,174.62,74.38,162.0,57.0,1
1996,Summer,BAH,182.35,78.8,167.08,62.54,5
1996,Summer,BAN,168.0,60.0,160.0,51.0,0
1996,Summer,BAR,170.56,73.22,181.0,74.33,0
1996,Summer,BDI,178.83,63.0,155.0,48.0,1
1996,Summer,BEL,182.68,77.84,169.76,60.0,6
1996,Summer,BEN,178.33,74.17,158.0,58.0,0
1996,Summer,BER,178.67,83.5,172.0,63.0,0
1996,Summer,BIH,178.67,71.83,164.0,50.0,0
1996,Summer,BIZ,184.0,67.5,167.5,55.0,0
1996,Summer,BLR,175.34,74.71,165.99,54.96,18
1996,Summer,BOL,176.0,66.67,153.0,48.0,0
1996,Summer,BRA,184.07,80.15,172.61,63.73,62
1996,Summer,BUL,173.87,71.66,168.28,58.04,21
1996,Summer,BUR,175.0,75.0,168.5,57.5,0
1996,Summer,CAF,186.67,77.0,163.0,54.0,0
1996,Summer,CAM,162.0,58.0,165.0,58.5,0
1996,Summer,CAN,179.59,77.55,170.71,62.04,50
1996,Summer,CAY,179.0,75.0,171.0,57.0,0
1996,Summer,CGO,193.0,77.0,168.0,55.0,0
1996,Summer,CHA,185.0,70.0,170.0,59.0,0
1996,Summer,CHI,177.5,77.79,161.25,55.25,0
1996,Summer,CHN,175.39,72.84,167.03,60.17,106
1996,Summer,CMR,175.09,71.18,167.83,55.33,0
1996,Summer,COD,176.0,64.0,182.18,71.91,0
1996,Summer,COK,172.5,86.5,178.0,64.0,0
1996,Summer,COL,171.7,65.47,164.23,59.46,0
1996,Summer,CPV,181.5,69.0,154.0,49.0,0
1996,Summer,CRC,171.4,67.0,182.33,68.33,1
1996,Summer,CRO,189.13,87.26,169.0,58.3,19
1996,Summer,CUB,180.21,80.17,175.55,70.48,55
1996,Summer,CYP,180.61,81.22,167.0,60.0,0
1996,Summer,CZE,181.55,79.82,172.07,62.47,13
1996,Summer,DEN,184.39,77.88,173.17,63.31,11
1996,Summer,DMA,181.0,72.67,157.5,53.0,0
1996,Summer,DOM,174.33,62.33,170.0,58.5,0
1996,Summer,ECU,177.1,73.14,154.0,50.0,1
1996,Summer,EGY,188.72,88.0,176.5,88.75,0
1996,Summer,ESA,178.0,72.0,164.67,53.0,0
1996,Summer,ESP,180.52,76.44,162.89,52.9,65
1996,Summer,EST,186.2,87.25,173.92,63.33,0
1996,Summer,ETH,169.75,57.5,161.56,47.89,3
1996,Summer,FIJ,178.79,81.29,171.33,64.0,0
1996,Summer,FIN,182.55,82.86,171.36,61.41,4
1996,Summer,FRA,179.61,74.71,166.03,54.65,51
1996,Summer,GAB,171.0,64.25,172.0,78.0,0
1996,Summer,GAM,172.0,64.86,163.0,50.0,0
1996,Summer,GBR,182.87,80.15,169.22,61.1,26
1996,Summer,GEO,176.85,79.64,167.0,59.56,2
1996,Summer,GEQ,176.0,77.0,158.0,49.0,0
1996,Summer,GER,183.34,80.56,173.96,64.02,123
1996,Summer,GHA,176.94,73.62,166.5,61.5,0
1996,Summer,GRE,181.62,82.7,159.86,50.41,8
1996,Summer,GUI,179.5,72.75,168.0,65.0,0
1996,Summer,GUM,186.25,84.25,158.0,50.0,0
1996,Summer,GUY,191.25,66.5,176.0,61.0,0
1996,Summer,HKG,176.13,70.0,170.0,60.5,1
1996,Summer,HON,165.0,48.0,165.0,56.0,0
1996,Summer,HUN,180.99,80.05,166.1,56.03,42
1996,Summer,INA,173.75,67.45,161.0,55.4,4
1996,Summer,IND,173.33,70.25,162.5,49.0,1
1996,Summer,IRI,177.24,77.76,168.0,55.0,3
1996,Summer,IRL,182.55,78.02,167.53,59.35,4
1996,Summer,ISL,174.44,71.11,172.33,60.33,0
1996,Summer,ISR,183.2,79.3,165.43,56.57,1
1996,Summer,ISV,175.0,67.6,167.43,56.14,0
1996,Summer,ITA,180.15,77.67,168.65,58.69,71
1996,Summer,JAM,180.97,74.26,171.16,60.75,16
1996,Summer,JOR,192.0,73.0,178.0,85.0,0
1996,Summer,JPN,173.31,69.94,162.54,54.61,42
1996,Summer,KAZ,179.63,77.57,163.83,55.22,9
1996,Summer,KEN,175.42,66.15,159.67,48.0,8
1996,Summer,KGZ,184.47,78.78,162.5,51.0,0
1996,Summer,KOR,175.03,71.28,169.3,60.58,32
1996,Summer,LAO,174.0,67.5,153.0,49.0,0
1996,Summer,LAT,183.09,81.89,164.4,54.27,1
1996,Summer,LBR,178.5,77.5,170.0,54.0,0
1996,Summer,LCA,183.5,73.67,170.0,65.0,0
1996,Summer,LES,173.5,60.5,158.0,41.0,0
1996,Summer,LTU,188.38,86.49,170.06,61.56,11
1996,Summer,LUX,176.0,88.0,166.5,55.5,0
1996,Summer,MAD,173.0,64.0,162.89,54.22,0
1996,Summer,MAR,174.84,64.24,162.0,48.0,2
1996,Summer,MAS,176.86,71.45,166.0,45.0,3
1996,Summer,MDA,177.17,72.83,172.5,60.25,3
1996,Summer,MDV,163.43,58.14,154.0,49.0,0
1996,Summer,MEX,173.35,67.16,161.38,53.46,1
1996,Summer,MGL,171.55,73.64,166.8,55.4,1
1996,Summer,MKD,170.0,68.8,170.0,59.0,0
1996,Summer,MLI,186.0,82.0,183.0,84.0,0
1996,Summer,MLT,184.67,82.67,161.0,50.5,0
1996,Summer,MON,180.0,80.0,165.0,58.0,0
1996,Summer,MOZ,176.0,67.0,165.0,63.0,1
1996,Summer,MYA,163.0,50.0,164.0,44.0,0
1996,Summer,NAM,178.86,72.0,159.0,48.0,2
1996,Summer,NCA,181.25,84.0,155.0,48.0,0
1996,Summer,NED,188.35,83.16,176.16,66.86,62
1996,Summer,NEP,164.0,56.0,156.0,48.0,0
1996,Summer,NGR,182.5,78.28,166.68,58.56,22
1996,Summer,NOR,183.28,83.15,172.39,64.95,22
1996,Summer,NZL,182.46,81.28,171.44,64.88,5
1996,Summer,PAK,176.5,71.92,160.0,51.0,0
1996,Summer,PAN,178.0,92.5,170.0,70.0,0
1996,Summer,PER,172.8,74.13,175.0,67.6,0
1996,Summer,PHI,165.83,54.67,170.4,57.0,1
1996,Summer,POL,182.3,79.18,169.55,60.74,22
1996,Summer,POR,178.9,72.36,162.55,53.38,3
1996,Summer,PRK,164.13,57.2,157.4,51.9,3
1996,Summer,PUR,181.3,78.64,170.0,58.0,1
1996,Summer,ROU,176.84,74.07,168.47,59.55,32
1996,Summer,RSA,181.31,73.98,172.0,63.44,4
1996,Summer,RUS,181.76,80.21,168.96,58.62,114
1996,Summer,SAM,174.67,81.0,178.0,68.0,0
1996,Summer,SCG,190.87,89.61,169.82,57.36,23
1996,Summer,SEY,180.12,76.12,163.0,52.0,0
1996,Summer,SGP,178.0,69.71,163.0,54.0,0
1996,Summer,SKN,182.75,78.0,169.86,58.29,0
1996,Summer,SLE,181.9,80.9,169.57,61.43,0
1996,Summer,SLO,181.93,76.93,172.46,60.54,2
1996,Summer,SMR,180.33,81.33,175.0,60.0,0
1996,Summer,SRI,174.25,63.0,161.33,57.83,0
1996,Summer,STP,176.0,63.0,165.0,56.0,0
1996,Summer,SUI,178.05,73.28,168.14,57.27,11
1996,Summer,SUR,178.33,73.0,162.2,52.6,0
1996,Summer,SVK,180.03,76.01,170.12,57.79,3
1996,Summer,SWE,183.67,81.76,171.11,61.84,30
1996,Summer,SYR,163.25,62.25,187.0,63.0,1
1996,Summer,TAN,169.0,66.0,164.0,56.0,0
1996,Summer,TGA,181.0,95.33,165.0,55.0,1
1996,Summer,THA,171.61,64.93,163.93,55.43,2
1996,Summer,TJK,190.5,92.0,160.0,47.0,0
1996,Summer,TKM,182.5,83.0,161.5,53.0,0
1996,Summer,TPE,172.52,69.97,166.02,57.14,1
1996,Summer,TTO,178.7,74.2,170.0,59.33,2
1996,Summer,TUN,179.58,76.45,169.0,63.5,0
1996,Summer,TUR,173.47,73.76,169.22,58.56,6
1996,Summer,UGA,170.6,75.2,164.0,48.0,1
1996,Summer,UKR,178.35,77.64,166.77,57.53,30
1996,Summer,USA,183.58,82.06,169.2,60.81,241
1996,Summer,UZB,181.47,81.21,158.0,48.5,2
1996,Summer,VAN,167.33,62.0,164.0,57.0,0
1996,Summer,VEN,178.17,76.15,168.5,73.5,0
1998,Winter,AND,173.6,73.4,164.0,65.0,0
1998,Winter,ARG,185.0,85.0,170.0,65.0,0
1998,Winter,AUS,176.54,78.62,166.8,62.1,1
1998,Winter,AUT,181.64,80.93,167.22,61.73,20
1998,Winter,AZE,177.5,73.0,160.5,49.0,0
1998,Winter,BIH,182.8,88.7,170.0,61.0,0
1998,Winter,BLR,178.54,75.72,167.69,57.69,2
1998,Winter,BUL,178.21,74.07,166.05,57.85,1
1998,Winter,CAN,179.95,82.48,167.22,62.38,49
1998,Winter,CHN,175.86,74.23,166.32,61.22,14
1998,Winter,CRO,176.43,78.0,173.67,71.33,0
1998,Winter,CZE,180.95,76.98,168.39,58.42,23
1998,Winter,DEN,182.17,73.83,169.33,64.0,5
1998,Winter,ESP,176.83,67.5,162.5,57.17,0
1998,Winter,EST,180.54,73.06,169.15,56.77,0
1998,Winter,FIN,179.39,74.73,165.21,60.2,58
1998,Winter,FRA,179.48,77.82,165.31,57.65,15
1998,Winter,GBR,175.53,79.69,168.0,68.33,4
1998,Winter,GEO,177.4,74.8,163.0,59.0,0
1998,Winter,GER,183.33,80.44,167.57,60.35,44
1998,Winter,GRE,180.77,82.15,165.0,53.0,0
1998,Winter,HUN,181.9,83.1,171.57,64.36,0
1998,Winter,ISL,176.0,70.0,169.0,60.0,0
1998,Winter,ISR,166.0,62.5,153.0,45.0,0
1998,Winter,ISV,181.88,89.12,165.0,75.0,0
1998,Winter,ITA,179.1,79.3,165.81,57.81,17
1998,Winter,JPN,172.95,70.22,160.23,54.97,13
1998,Winter,KAZ,181.29,77.49,164.89,56.94,2
1998,Winter,KOR,174.47,69.82,161.6,54.4,9
1998,Winter,LAT,182.52,82.91,169.94,60.69,0
1998,Winter,LIE,178.5,80.25,160.0,53.0,0
1998,Winter,LTU,178.18,73.55,164.4,58.0,0
1998,Winter,MDA,169.0,65.0,168.0,54.0,0
1998,Winter,NED,187.43,86.43,169.7,61.67,11
1998,Winter,NOR,182.17,77.45,170.94,62.87,40
1998,Winter,NZL,183.33,90.33,172.75,61.25,0
1998,Winter,POL,178.04,73.43,169.34,58.34,0
1998,Winter,POR,183.0,77.0,157.0,54.0,0
1998,Winter,PRK,174.0,66.0,160.77,57.92,0
1998,Winter,ROU,180.0,84.1,168.22,58.56,0
1998,Winter,RSA,175.0,75.0,160.0,59.0,0
1998,Winter,RUS,179.78,77.78,167.85,59.51,52
1998,Winter,SCG,181.0,84.0,180.0,72.0,0
1998,Winter,SLO,180.02,75.83,167.24,61.33,0
1998,Winter,SUI,178.54,76.47,168.17,60.26,14
1998,Winter,SVK,181.4,79.49,169.47,57.32,0
1998,Winter,SWE,182.8,82.58,168.86,64.82,7
1998,Winter,TPE,174.5,76.38,170.0,64.0,0
1998,Winter,UKR,177.15,70.32,163.9,56.9,1
1998,Winter,USA,180.28,80.99,166.02,60.94,34
1998,Winter,UZB,176.0,60.0,162.0,54.0,0
2000,Summer,AHO,181.43,82.71,163.0,58.0,0
2000,Summer,ALB,176.5,79.25,162.0,52.0,0
2000,Summer,ALG,176.54,70.39,165.2,57.9,5
2000,Summer,AND,180.0,77.33,167.5,58.5,0
2000,Summer,ANG,192.79,91.36,172.79,69.71,0
2000,Summer,ANT,177.5,78.0,163.0,61.0,0
2000,Summer,ARG,180.38,79.42,166.06,57.64,20
2000,Summer,ARM,174.21,76.79,174.5,57.5,1
2000,Summer,ARU,174.0,67.33,164.5,53.0,0
2000,Summer,ASA,183.67,106.33,168.0,93.0,0
2000,Summer,AUS,182.89,81.43,170.29,63.17,183
2000,Summer,AUT,183.3,77.54,173.58,64.42,4
2000,Summer,AZE,173.38,74.04,161.57,56.29,3
2000,Summer,BAH,181.25,78.79,167.4,62.07,11
2000,Summer,BAN,165.0,70.0,154.0,47.0,0
2000,Summer,BAR,180.06,78.56,173.7,65.3,1
2000,Summer,BDI,177.2,60.0,183.0,59.0,0
2000,Summer,BEL,181.92,77.03,170.04,59.91,7
2000,Summer,BEN,177.0,71.0,158.0,58.0,0
2000,Summer,BER,183.8,89.4,169.0,63.0,0
2000,Summer,BHU,163.0,55.0,165.0,52.0,0
2000,Summer,BIH,185.0,77.57,170.5,52.0,0
2000,Summer,BIZ,180.0,85.0,175.0,64.0,0
2000,Summer,BLR,175.61,73.29,165.52,56.12,22
2000,Summer,BOL,175.0,64.5,167.5,59.5,0
2000,Summer,BRA,182.65,78.51,170.17,61.95,48
2000,Summer,BUL,174.85,72.95,168.64,59.3,13
2000,Summer,CAF,194.0,95.0,170.0,62.5,0
2000,Summer,CAM,169.5,67.0,165.0,58.5,0
2000,Summer,CAN,183.62,80.95,168.57,61.18,31
2000,Summer,CAY,183.0,91.0,170.0,58.67,0
2000,Summer,CGO,165.0,66.0,168.0,55.0,0
2000,Summer,CHI,178.06,72.84,166.0,58.75,16
2000,Summer,CHN,175.5,71.66,168.2,60.36,79
2000,Summer,CIV,183.89,83.22,164.12,59.5,0
2000,Summer,CMR,177.92,73.92,167.82,58.73,14
2000,Summer,COK,185.0,85.0,178.0,64.0,0
2000,Summer,COL,174.57,68.38,165.33,59.75,1
2000,Summer,COM,180.0,60.0,165.0,60.0,0
2000,Summer,CPV,183.0,65.0,154.0,49.0,0
2000,Summer,CRC,178.0,72.17,180.67,66.67,2
2000,Summer,CRO,188.01,87.18,178.47,65.84,10
2000,Summer,CUB,179.51,79.5,170.97,66.28,64
2000,Summer,CYP,183.11,75.17,167.0,57.4,0
2000,Summer,CZE,183.17,82.86,170.78,60.25,9
2000,Summer,DEN,184.13,79.65,174.45,65.3,25
2000,Summer,DJI,170.0,58.0,158.0,52.0,0
2000,Summer,DMA,182.5,73.0,171.0,59.5,0
2000,Summer,DOM,180.7,81.1,167.0,68.75,0
2000,Summer,ECU,173.75,73.62,165.0,72.33,0
2000,Summer,EGY,183.64,82.44,166.59,65.94,0
2000,Summer,ERI,172.0,59.5,159.0,40.0,0
2000,Summer,ESA,177.4,69.6,162.8,59.0,0
2000,Summer,ESP,179.74,75.85,162.65,53.51,42
2000,Summer,EST,185.82,85.97,180.67,65.67,3
2000,Summer,ETH,173.27,59.07,159.75,46.08,8
2000,Summer,FIJ,181.2,86.8,170.0,70.75,0
2000,Summer,FIN,181.45,81.4,170.03,62.74,5
2000,Summer,FRA,180.8,75.44,168.43,59.4,66
2000,Summer,FSM,160.0,62.0,154.5,44.0,0
2000,Summer,GAB,178.0,69.0,170.0,71.5,0
2000,Summer,GAM,167.0,61.0,163.0,50.0,0
2000,Summer,GBR,182.77,79.94,168.63,61.2,54
2000,Summer,GBS,169.0,58.0,162.0,57.0,0
2000,Summer,GEO,174.75,79.94,170.14,61.71,6
2000,Summer,GEQ,177.0,64.0,158.0,53.0,0
2000,Summer,GER,183.22,80.07,174.26,64.62,117
2000,Summer,GHA,177.37,72.16,159.0,57.78,0
2000,Summer,GRE,180.75,78.52,168.27,57.59,18
2000,Summer,GRN,175.0,73.0,157.0,64.0,0
2000,Summer,GUA,172.65,67.03,158.0,49.0,0
2000,Summer,GUI,184.0,80.5,164.0,71.5,0
2000,Summer,GUM,180.25,75.25,159.5,57.0,0
2000,Summer,GUY,183.33,79.0,168.0,55.0,0
2000,Summer,HAI,178.67,72.33,156.5,59.5,0
2000,Summer,HKG,174.67,68.67,166.58,57.53,0
2000,Summer,HON,177.86,72.43,160.0,44.0,0
2000,Summer,HUN,184.02,84.6,171.37,62.02,53
2000,Summer,INA,172.79,64.76,160.62,55.1,8
2000,Summer,IND,177.71,73.4,164.57,58.43,1
2000,Summer,IOA,159.67,56.0,148.0,43.0,0
2000,Summer,IRI,177.24,78.06,168.0,50.0,4
2000,Summer,IRL,184.04,81.4,170.77,58.97,1
2000,Summer,IRQ,167.5,60.5,162.0,55.0,0
2000,Summer,ISL,180.41,75.71,173.5,63.83,1
2000,Summer,ISR,183.2,79.33,166.23,59.38,1
2000,Summer,ISV,185.56,83.22,167.0,57.67,0
2000,Summer,ITA,182.98,80.58,167.11,57.48,65
2000,Summer,JAM,184.41,75.72,171.78,61.61,23
2000,Summer,JOR,175.25,70.25,166.25,61.75,0
2000,Summer,JPN,174.04,69.16,162.78,55.52,44
2000,Summer,KAZ,180.64,77.25,168.19,59.72,7
2000,Summer,KEN,173.33,61.53,165.52,57.74,7
2000,Summer,KGZ,182.14,77.3,173.95,61.95,1
2000,Summer,KOR,176.33,72.39,169.75,61.92,72
2000,Summer,LAO,182.5,75.5,153.0,49.0,0
2000,Summer,LAT,179.33,80.81,172.35,62.06,3
2000,Summer,LBR,178.86,75.57,170.0,54.0,0
2000,Summer,LCA,181.0,75.33,164.0,54.0,0
2000,Summer,LES,172.25,63.0,170.0,49.0,0
2000,Summer,LIB,177.0,74.67,167.5,56.0,0
2000,Summer,LIE,175.0,80.0,165.0,52.0,0
2000,Summer,LTU,192.74,91.85,169.17,60.67,17
2000,Summer,LUX,194.5,81.0,166.57,60.43,0
2000,Summer,MAD,177.6,71.6,163.12,55.5,0
2000,Summer,MAR,176.81,68.42,167.56,55.56,5
2000,Summer,MAS,175.95,70.98,161.62,53.92,0
2000,Summer,MAW,170.0,58.0,168.0,45.0,0
2000,Summer,MDA,177.14,75.9,171.4,59.4,2
2000,Summer,MDV,169.5,54.5,151.5,40.5,0
2000,Summer,MEX,176.17,67.61,164.79,56.41,6
2000,Summer,MGL,174.58,78.17,166.64,63.23,0
2000,Summer,MKD,178.57,74.57,172.25,59.12,1
2000,Summer,MLI,179.67,79.33,171.0,55.0,0
2000,Summer,MLT,180.0,76.75,167.0,55.67,0
2000,Summer,MON,181.67,75.67,165.0,58.0,0
2000,Summer,MOZ,168.5,66.5,165.0,61.0,1
2000,Summer,MRI,175.95,72.08,156.83,55.5,0
2000,Summer,MTN,163.0,69.0,165.0,63.0,0
2000,Summer,MYA,170.0,54.0,158.67,53.5,0
2000,Summer,NAM,176.6,72.4,160.67,46.33,0
2000,Summer,NCA,177.33,84.67,175.0,53.0,0
2000,Summer,NED,186.88,81.87,174.12,65.42,79
2000,Summer,NEP,165.0,57.0,155.67,47.0,0
2000,Summer,NGR,179.78,77.43,167.14,62.07,8
2000,Summer,NOR,183.33,81.72,170.98,64.15,43
2000,Summer,NRU,160.0,60.5,170.0,90.0,0
2000,Summer,NZL,183.08,83.71,170.14,66.54,4
2000,Summer,PAK,175.6,69.36,155.0,45.0,0
2000,Summer,PAN,179.0,74.75,168.67,74.67,0
2000,Summer,PAR,183.5,86.5,163.5,52.0,0
2000,Summer,PER,176.67,76.56,173.77,66.15,0
2000,Summer,PHI,169.45,63.82,161.44,53.78,0
2000,Summer,PLE,180.0,75.0,160.0,52.0,0
2000,Summer,PLW,168.0,59.0,160.0,56.33,0
2000,Summer,PNG,178.0,73.0,156.0,52.0,0
2000,Summer,POL,181.3,80.57,172.23,65.67,24
2000,Summer,POR,179.98,74.82,167.92,59.46,2
2000,Summer,PRK,164.25,58.0,157.58,50.87,4
2000,Summer,PUR,174.23,71.23,164.0,57.43,0
2000,Summer,ROU,178.08,75.4,167.85,59.13,46
2000,Summer,RSA,183.51,80.86,170.67,62.73,5
2000,Summer,RUS,182.49,80.05,170.42,60.43,186
2000,Summer,RWA,171.0,63.0,180.0,64.0,0
2000,Summer,SCG,191.17,87.77,171.68,60.44,25
2000,Summer,SEN,185.78,76.78,176.78,70.26,0
2000,Summer,SEY,177.67,72.33,160.0,56.0,0
2000,Summer,SGP,175.6,74.6,165.92,59.23,0
2000,Summer,SKN,180.0,77.0,168.0,65.0,0
2000,Summer,SLO,185.23,82.31,169.54,59.62,3
2000,Summer,SMR,181.33,80.67,161.0,60.0,0
2000,Summer,SOM,178.0,75.0,168.0,56.0,0
2000,Summer,SRI,175.5,62.5,165.31,57.77,1
2000,Summer,STP,176.0,78.0,181.0,70.0,0
2000,Summer,SUD,178.0,58.5,168.0,64.0,0
2000,Summer,SUI,180.81,75.66,169.98,58.62,14
2000,Summer,SUR,174.5,72.5,161.67,53.0,0
2000,Summer,SVK,182.62,79.82,172.58,63.31,6
2000,Summer,SWE,184.77,82.76,172.28,64.72,32
2000,Summer,SWZ,177.25,64.0,166.0,55.0,0
2000,Summer,SYR,178.17,74.0,179.5,63.0,0
2000,Summer,TAN,173.67,60.0,164.0,56.0,0
2000,Summer,TGA,177.5,92.0,165.0,55.0,0
2000,Summer,THA,172.92,66.26,166.42,57.12,3
2000,Summer,TJK,172.0,62.5,165.0,52.0,0
2000,Summer,TKM,173.5,78.5,166.5,58.75,0
2000,Summer,TOG,178.0,78.5,157.0,48.0,0
2000,Summer,TPE,172.12,67.55,166.02,58.52,5
2000,Summer,TTO,182.18,76.73,168.29,61.29,2
2000,Summer,TUN,180.72,79.97,170.0,62.86,0
2000,Summer,TUR,177.26,77.6,166.9,57.05,5
2000,Summer,UGA,165.22,58.22,164.0,54.33,0
2000,Summer,UKR,179.0,76.77,167.13,58.44,34
2000,Summer,URU,178.86,78.36,165.0,61.0,1
2000,Summer,USA,182.39,81.15,170.91,64.1,241
2000,Summer,UZB,180.6,80.64,163.73,54.77,4
2000,Summer,VAN,169.0,70.0,164.0,57.0,0
2000,Summer,VEN,177.07,75.04,159.82,54.5,0
2000,Summer,VIE,167.0,56.67,160.75,52.75,1
2000,Summer,VIN,178.5,65.5,166.5,62.5,0
2000,Summer,YEM,175.0,68.0,168.0,54.0,0
2000,Summer,ZAM,174.8,66.2,165.0,58.0,0
2000,Summer,ZIM,181.89,75.72,171.43,59.14,0
2002,Winter,AND,182.67,81.67,164.0,65.0,0
2002,Winter,ARG,176.47,79.8,166.55,58.36,0
2002,Winter,ARM,173.75,66.88,166.67,56.0,0
2002,Winter,AUS,175.14,77.73,166.26,65.05,2
2002,Winter,AUT,182.11,80.24,167.22,65.16,20
2002,Winter,AZE,176.0,70.0,168.0,52.0,0
2002,Winter,BLR,179.88,76.14,164.47,55.45,1
2002,Winter,BRA,181.88,83.38,159.0,50.5,0
2002,Winter,BUL,177.23,73.15,164.93,57.32,3
2002,Winter,CAN,181.36,83.47,168.35,64.16,74
2002,Winter,CHI,176.12,75.25,156.0,50.0,0
2002,Winter,CHN,175.12,71.71,166.21,59.67,16
2002,Winter,CRO,179.76,81.59,169.83,65.25,4
2002,Winter,CZE,180.7,79.06,166.61,58.06,3
2002,Winter,DEN,183.0,86.6,165.0,64.67,0
2002,Winter,ESP,176.8,69.9,164.17,61.83,0
2002,Winter,EST,182.15,73.43,168.6,56.3,3
2002,Winter,FIN,179.77,75.75,168.17,60.89,13
2002,Winter,FRA,179.97,77.27,166.08,59.57,15
2002,Winter,GBR,177.67,80.07,168.16,64.2,6
2002,Winter,GEO,175.5,69.75,163.0,59.0,0
2002,Winter,GER,182.21,79.36,167.56,61.18,61
2002,Winter,GRE,178.7,81.5,166.8,56.8,0
